Currency Name	Buying Rate	Cash Buying Rate	Selling Rate	Cash Selling Rate	Middle Rate	Pub Time	Timestamp
USD	7.3271	7.3271	7.3579	7.3579	7.2092	2025.04.10 17:52:59	2025-04-10 12:56:36

